3.999999999999999667e-01,3.999999999999999667e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.026083790070169033e-01,3.947835377381836985e-01,6.052161665095985299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.052169550927539055e-01,3.895684555639581381e-01,6.104291786865757574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.078259249484843529e-01,3.843561329986127095e-01,6.156358841058057196e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.104354844908635891e-01,3.791479484311362502e-01,6.208331341560000549e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.130458284753067422e-01,3.739452785528212808e-01,6.260177859437437986e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.156571501101902766e-01,3.687494977927730511e-01,6.311867041940730783e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.182696406721516658e-01,3.635619777546250653e-01,6.363367631464462715e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.208834891227598018e-01,3.583840866547594595e-01,6.414648484449613219e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.234988817268279249e-01,3.532171887623338780e-01,6.465678590216762389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.261160016726420752e-01,3.480626438414105017e-01,6.516427089718946908e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.287350286943725775e-01,3.429218065954867112e-01,6.566863294202811563e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.313561386969398947e-01,3.377960261147204823e-01,6.616956703766790904e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.339795033835995852e-01,3.326866453261466683e-01,6.666677025805074486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.366052898865137588e-01,3.275950004471746557e-01,6.715994193326231265e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.392336604005708800e-01,3.225224204426596630e-01,6.764878383135387585e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.418647718207173725e-01,3.174702264858333400e-01,6.813300033868984196e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.444987753830582644e-01,3.124397314233822165e-01,6.861229863871188828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.471358163099851124e-01,3.074322392449562180e-01,6.908638888901172947e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.497760334595855558e-01,3.024490445573878028e-01,6.955498439660531274e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
