0.000000000000000000e+00,5.000000000000000000e-01,7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.927489839076394477e-03,5.000000000000000000e-01,7.549259941092817394e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.851988218563371286e-03,5.000000000000000000e-01,7.598400278279642261e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.477050549497479354e-02,5.000000000000000000e-01,7.647301698054637109e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.968005565592854250e-02,5.000000000000000000e-01,7.695845467007167429e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.457765813294282564e-02,5.000000000000000000e-01,7.743913720108377419e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.946033961092750161e-02,5.000000000000000000e-01,7.791389746889324508e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.432513583327192336e-02,5.000000000000000000e-01,7.838158274815817395e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.916909340143339552e-02,5.000000000000000000e-01,7.884105749171925748e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.398927156793372428e-02,5.000000000000000000e-01,7.929120608772608492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.878274402167542823e-02,5.000000000000000000e-01,7.973093556836010620e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.354660066449358491e-02,5.000000000000000000e-01,8.015917826357751297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.827794937786492935e-02,5.000000000000000000e-01,8.057489439342885307e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.297391777870157969e-02,5.000000000000000000e-01,8.097707459266093588e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.763165496316342340e-02,5.000000000000000000e-01,8.136474236147140937e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.224833323743058699e-02,5.000000000000000000e-01,8.173695643646556874e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.682114983438517730e-02,5.000000000000000000e-01,8.209281307605853506e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.134732861516003055e-02,5.000000000000000000e-01,8.243144825477394244e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.582412175452179548e-02,5.000000000000000000e-01,8.275203976111129567e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.024881140906457211e-02,5.000000000000000000e-01,8.305380919388832828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.461871136720201303e-02,5.000000000000000000e-01,8.333602385221119402e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.893116867995577213e-02,5.000000000000000000e-01,8.359799851448372898e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
